Column 1	Column 2	Column 3	Column 4	Column 5	Column 6	Column 7	Column 8	Column 9	Column 10	Column 11	Column 12
369	Vincent A. Cangelosi	bond broker	  Cantor Fitzgerald	N-41	1	2	64	160	90		
370	Stephen J. Cangialosi	trader	  Cantor Fitzgerald	N-43	2	264	64	423	90		
371	Louis Anthony Caporicci	vice president	  Cantor Fitzgerald	N-53	1	1	126	189	152		
372	Jonathan Neff Cappello	Cantor Fitzgerald	N-52	1	34	95	215	121			
373	Jeremy Caz Carrington	swaps trader	  Cantor Fitzgerald	N-45	0	584	126	755	152		
374	James Joseph Carson	 Jr.	educational outreach director	  National Geographic Society	N-35	0	169	95	346	121	
375	John Francis Casazza	Cantor Fitzgerald	N-52	3	591	95	753	121			
376	Leonard M. Castrianno	broker	  Cantor Fitzgerald	N-44	0	237	64	413	90		
377	Christopher Sean Caton	bond broker	  Cantor Fitzgerald	N-54	2	201	33	384	59		
378	Jason David Cayne	Municipal Bond Trader	  Cantor Fitzgerald	N-43	0	370	157	511	183		
379	Jason Michael Cefalu	Cantor Fitzgerald	N-56	2	544	126	706	152			
380	Charles Lawrence Chan	currency broker	  Cantor Fitzgerald	N-44	1	197	95	376	121		
381	Delrose E. Forbes Cheatham	Cantor Fitzgerald	N-48	0	336	126	542	152			
382	Stephen Patrick Cherry	partner	  Cantor Fitzgerald	N-26	1	490	157	663	183		
383	Nestor Julio Chevalier	 Jr.	Cantor Fitzgerald	N-33	0	29	95	223	121		
384	Swede Joseph Chevalier	trader	  Cantor Fitzgerald	N-28	2	1	157	175	183		
385	Abul K. Chowdhury	null	N-36	1	152	126	303	152			
386	Pamela Chu	vice president	  Carr Futures	N-29	1	208	33	300	59		
387	Frances Ann Cilente	administrative assistant	  Cantor Fitzgerald	N-37	0	562	157	718	183		
388	Nestor Andre Cintron III	broker	  Cantor Fitzgerald	N-44	2	570	126	756	152		
389	Juan Pablo Cisneros	trader	  Cantor Fitzgerald	N-52	0	604	157	756	183		
390	Gregory Alan Clark	computer technician	  Cantor Fitzgerald	N-31	0	180	95	333	121		
391	Suria Rachel Emma Clarke	vice president	  Cantor Fitzgerald	N-34	0	420	157	612	183		
392	Geoffrey W. Cloud	lawyer	  Cantor Fitzgerald	N-47	0	30	126	176	152		
393	Kevin S. Cohen	eSpeed desktop support person	  Cantor Fitzgerald	N-33	1	199	64	312	90		
394	Anthony Joseph Coladonato	vice president	  Cantor Fitzgerald	N-36	1	323	33	543	59		
395	Mark Joseph Colaio	managing director	  Cantor Fitzgerald	N-42	4	464	95	617	121		
396	Stephen J. Colaio	managing director	  Cantor Fitzgerald	N-42	5	318	95	453	121		
397	Christopher Michael Colasanti	trader	  Cantor Fitzgerald	N-53	2	467	126	699	152		
398	Michel P. Colbert	Cantor Fitzgerald	N-52	0	620	33	754	59			
399	Keith E. Coleman	vice president	  Cantor Fitzgerald	N-30	3	247	95	375	121		
400	Scott Thomas Coleman	Cantor Fitzgerald	N-30	1	407	95	584	121			
401	Michael L. Collins	Cantor Fitzgerald	N-36	0	211	95	350	121			
402	Margaret Mary Conner	null	N-31	0	25	33	202	59			
403	Jonathan M. Connors	firefighter	  New York Fire Department	N-25	0	3	157	170	183		
404	Dennis Michael Cook	trader	  Cantor Fitzgerald	N-40	1	646	95	759	121		
405	Joseph John Coppo	 Jr.	Municipal Bond Trader	  Cantor Fitzgerald	N-43	3	166	95	334	121	
406	Joseph Albert Corbett	trader	  Cantor Fitzgerald	N-53	2	190	64	357	90		
407	Michael S. Costello	Cantor Fitzgerald	N-26	2	607	126	758	152			
408	Timothy J. Coughlin	managing director	  Cantor Fitzgerald	N-54	2	567	126	720	152		
409	James Leslie Crawford	 Jr.	Cantor Fitzgerald	N-27	0	24	64	213	90		
410	Joanne Mary Cregan	Cantor Fitzgerald	N-37	0	389	157	545	183			
411	John Robert Cruz	Cantor Fitzgerald	N-49	0	38	33	174	59			
412	Richard Joseph Cudina	bond broker	  Cantor Fitzgerald	N-51	0	173	126	343	152		
413	Brian Thomas Cummins	partner	  Cantor Fitzgerald	N-27	1	656	33	759	59		
414	Laurence Damian Curia	broker	  Cantor Fitzgerald	N-41	0	329	64	502	90		
415	Beverly L. Curry	operations manager	  Cantor Fitzgerald	N-35	0	632	33	756	59		
416	Gavin Cushny	consultant	  Cantor Fitzgerald	N-31	0	511	33	619	59		
417	Vincent Gerard D'Amadeo	vice president	 operations	  Cantor Fitzgerald	N-32	2	2	126	196	152	
418	Thomas A. Damaskinos	vice president	  Cantor Fitzgerald	N-32	0	330	33	499	59		
419	Jeannine Damiani-Jones	bond broker	  Cantor Fitzgerald	N-42	1	27	157	198	183		
420	Michael Allen Davidson	Cantor Fitzgerald	N-30	2	258	33	439	59			
421	Monique Effie DeJesus	administrative assistant	  Cantor Fitzgerald	N-29	2	568	64	733	90		
422	Azucena Maria de la Torre	Cantor Fitzgerald	N-47	0	557	126	755	152			
423	Anna M. DeBin	administrative assistant	  Cantor Fitzgerald	N-47	0	98	157	211	183		
424	James V. DeBlase	 Jr.	bond broker	  Cantor Fitzgerald	N-51	0	212	33	359	59	
425	Paul DeCola	customer service	 infrastructure	  Cantor Fitzgerald	N-36	0	32	33	132	59	
426	Jason Christopher DeFazio	bond broker	  Cantor Fitzgerald	N-40	1	559	157	759	183		
427	Joseph A. Della Pietra	Cantor Fitzgerald	N-40	0	520	126	682	152			
428	Kevin Dennis	Cantor Fitzgerald	N-44	0	362	157	460	183			
429	Thomas Francis Dennis	 Sr.	Cantor Fitzgerald	N-56	0	222	157	420	183		
430	Michael DeRienzo	broker	  Cantor Fitzgerald	N-53	2	221	33	356	59		
431	Edward DeSimone III	vice president	  Cantor Fitzgerald	N-53	3	418	95	571	121		
432	Robert P. Devitt	 Jr.	bond broker	  Cantor Fitzgerald	N-32	0	158	157	305	183	
433	Michael Louis DiAgostino	null	N-49	2	383	64	578	90			
434	Joseph Dermot Dickey	 Jr.	managing director	  Cantor Fitzgerald	N-46	2	35	126	220	152	
435	John Difato	securities controller	  Cantor Fitzgerald	N-58	2	47	157	143	183		
436	Vincent Francis DiFazio	Cantor Fitzgerald	N-55	0	126	64	305	90			
437	Stephen Patrick Dimino	partner	  Cantor Fitzgerald	N-53	2	2	64	175	90		
438	Marisa Dinardo Schorpp	null	N-49	1	349	126	534	152			
439	Anthony Dionisio	vice president	  Cantor Fitzgerald	N-33	0	591	157	728	183		
440	Douglas Frank DiStefano	Cantor Fitzgerald	N-49	1	139	126	332	152			
441	Neil Matthew Dollard	bond broker	  Cantor Fitzgerald	N-40	2	363	157	534	183		
442	Thomas Dowd	bond broker	  Cantor Fitzgerald	N-55	1	261	95	374	121		
443	Joseph Michael Doyle	salesman	  Keefe	 Bruyette & Woods	N-33	2	133	33	295	59	
444	Patrick Thomas Dwyer	Cantor Fitzgerald	N-25	0	446	64	615	90			
445	Joseph Anthony Eacobacci	Cantor Fitzgerald	N-50	0	527	64	727	90			
446	Robert Douglas Eaton	broker	  Cantor Fitzgerald	N-46	1	412	126	585	152		
447	Paul Robert Eckna	Cantor Fitzgerald	N-28	1	442	64	583	90			
448	Dennis Michael Edwards	partner	  Cantor Fitzgerald	N-54	2	365	64	548	90		
449	Lisa Erin Egan	Human resources	  Cantor Fitzgerald	N-49	1	196	157	305	183		
450	Samantha Martin Egan	Cantor Fitzgerald	N-49	1	323	157	497	183			
451	Valerie Silver Ellis	trader	  Cantor Fitzgerald	N-25	2	109	33	248	59		
452	Albert Alfy William Elmarry	computer technician	  Cantor Fitzgerald	N-36	0	520	126	728	152		
453	William John Erwin	broker	  Cantor Fitzgerald	N-46	3	231	64	379	90		
454	Fanny Espinoza	null	N-47	0	178	95	297	121			
455	Billy Scoop Esposito	null	N-40	3	78	95	235	121			
456	William Lawrence Fallon	 Jr.	general manager of strategic analysis and industry relations	  Port Authority of New York and New Jersey	N-37	0	196	126	409	152	
457	Anthony J. Fallone	 Jr.	bond broker	  Cantor Fitzgerald	N-51	1	217	95	388	121	
458	John Gerard Farrell	Cantor Fitzgerald	N-53	2	398	33	553	59			
459	Christopher Edward Faughnan	trader	  Cantor Fitzgerald	N-54	1	35	95	268	121		
460	Shannon Marie Fava	Broker assistant	  Cantor Fitzgerald	N-35	0	26	126	182	152		
461	Bernard D. Favuzza	broker	  Cantor Fitzgerald	N-42	0	363	64	512	90		
462	Edward Thomas Fergus	 Jr.	Cantor Fitzgerald	N-41	0	563	157	759	183		
463	Judy Hazel Santillan Fernandez	null	N-36	1	721	157	759	183			
464	Anne Marie Sallerin Ferreira	Cantor Fitzgerald	N-44	0	2	64	211	90			
465	David Francis Ferrugio	Cantor Fitzgerald	N-56	0	29	157	203	183			
466	Louis V. Fersini	 Jr.	bond trader	  Cantor Fitzgerald	N-43	3	427	64	565	90	
467	Michael Bradley Finnegan	currency broker	  Cantor Fitzgerald	N-45	2	26	64	220	90		
468	Timothy J. Finnerty	broker	  Cantor Fitzgerald	N-52	2	58	157	202	183		
469	Paul M. Fiori	Cantor Fitzgerald	N-24	1	635	157	736	183			
470	John B. Fiorito	broker	  Cantor Fitzgerald	N-41	0	605	126	721	152		
471	Carl M. Flickinger	bond broker	  Cantor Fitzgerald	N-40	1	615	33	753	59		
472	Stephen Mark Fogel	Cantor Fitzgerald	N-47	0	1	33	152	59			
473	Christopher Hugh Forsythe	foreign exchange broker	  Cantor Fitzgerald	N-44	0	22	157	229	183		
474	Claudia Alicia Foster	Broker assistant	  Cantor Fitzgerald	N-56	0	396	95	557	121		
475	Morton H. Frank	Institutional sales desk	  Cantor Fitzgerald	N-26	2	1	33	137	59		
476	Arlene Eva Fried	vice president	  Cantor Fitzgerald	N-46	0	554	157	679	183		
477	Clement A. Fumando	foreign exchange operations manager	  Cantor Fitzgerald	N-33	0	28	157	183	183		
478	Steven Elliot Furman	electricity options broker	  Cantor Fitzgerald	N-50	0	207	33	368	59		
479	Paul James Furmato	vice president	  Cantor Fitzgerald	N-26	1	39	64	189	90		
480	Fredric Neal Gabler	trader	  Cantor Fitzgerald	N-26	3	161	33	310	59		
481	James Andrew Gadiel	Cantor Fitzgerald	N-31	0	25	157	181	183			
482	Deanna Lynn Galante and her unborn child	null	N-37	2	416	64	737	90			
483	Grace Catherine Galante	Broker assistant	  Cantor Fitzgerald	N-37	1	222	64	409	90		
484	Anthony Edward Gallagher	energy broker	  Cantor Fitzgerald	N-50	1	550	33	759	59		
485	Daniel James Gallagher	Cantor Fitzgerald	N-28	1	32	126	207	152			
486	John Patrick Gallagher	electricity trader	  Cantor Fitzgerald	N-49	2	187	64	365	90		
487	Lourdes J. Galletti	null	N-47	0	250	64	393	90			
488	Thomas E. Galvin	vice president	  Cantor Fitzgerald	N-39	2	264	157	396	183		
489	Giovanna Galletta Gambale	null	N-34	0	1	157	211	183			
490	Douglas Benjamin Gardner	vice chairman of eSpeed	  Cantor Fitzgerald	N-38	4	349	95	551	121		
491	William Arthur Gardner	Cantor Fitzgerald	N-37	0	77	33	261	59			
492	Frank Garfi	director	  Aon Corp.	N-25	1	230	126	323	152		
493	Rocco Nino Gargano	Cantor Fitzgerald	N-28	0	593	64	758	90			
494	Donald Richard Gavagan	 Jr.	Cantor Fitzgerald	N-42	3	217	157	435	183		
495	Terence D. Gazzani	worked on repo desk	  Cantor Fitzgerald	N-51	0	43	95	186	121		
496	Paul Hamilton Geier	null	N-51	0	35	33	188	59			
497	Peter Gerard Gelinas	null	N-56	0	93	64	250	90			
498	Steven Paul Geller	facilities manager	  Marsh & McLennan Cos. Inc.	N-29	0	2	95	144	121		
499	Peter Victor Genco	 Jr.	null	N-41	0	450	95	621	121		
500	Steven Gregory Genovese	null	N-26	2	340	33	530	59			
501	Suzanne Geraty	null	N-35	0	354	157	476	183			
502	Ralph Gerhardt	null	N-45	1	194	95	317	121			
503	Marina Romanovna Gertsberg	null	N-48	5	2	95	226	121			
504	James G. Geyer	bond broker	  Cantor Fitzgerald	N-55	0	716	64	759	90		
505	Joseph M. Giaccone	head of telecommunications	 eSpeed	  Cantor Fitzgerald	N-36	2	586	64	733	90	
506	Andrew Clive Gilbert	Cantor Fitzgerald	N-45	2	224	126	383	152			
507	Timothy Paul Gilbert	Cantor Fitzgerald	N-45	2	407	126	566	152			
508	Ronald Lawrence Gilligan	Cantor Fitzgerald	N-33	0	562	126	759	152			
509	Laura Gilly	technical support	  Cantor Fitzgerald	N-35	0	326	126	418	152		
510	John T. Gnazzo	vice president	  Cantor Fitzgerald	N-32	1	120	95	240	121		
511	Michael Gogliormella	Cantor Fitzgerald	N-35	0	138	33	306	59			
512	Jeffrey G. Goldflam	Cantor Fitzgerald	N-38	1	73	157	222	183			
513	Monica Goldstein	Cantor Fitzgerald	N-48	1	364	64	503	90			
514	Steven Ian Goldstein	computer analyst	  Cantor Fitzgerald	N-50	0	91	95	249	121		
515	Andrew H. Golkin	null	N-46	1	2	95	139	121			
516	Calvin Joseph Gooding	null	N-39	2	0	33	171	59			
517	Michael Edward Gould	NASDAQ trader	  Cantor Fitzgerald	N-25	0	191	157	368	183		
518	Christopher Michael Grady	Cantor Fitzgerald	N-46	2	395	64	599	90			
519	Edwin J. Graf III	vice president	  Cantor Fitzgerald	N-41	0	458	126	578	152		
520	Christopher S. Gray	foreign exchange broker	  Cantor Fitzgerald	N-44	0	479	157	630	183		
521	John M. Grazioso	salesman	  Cantor Fitzgerald	N-25	1	587	95	722	121		
522	Timothy George Grazioso	trader	  Cantor Fitzgerald	N-25	4	374	95	567	121		
523	Donald H. Gregory	bond broker	  Cantor Fitzgerald	N-39	0	697	64	759	90		
524	Pedro Grehan	World Trade Center	N-51	1	385	126	494	152			
525	Matthew James Grzymalski	bond broker	  Cantor Fitzgerald	N-54	4	234	157	431	183		
526	Steven Michael Hagis	vice president	  Cantor Fitzgerald	N-55	0	35	33	195	59		
527	Frederic K. Han	partner	  Cantor Fitzgerald	N-46	4	440	33	557	59		
528	Kevin James Hannaford Sr.	null	N-50	0	137	64	337	90			
529	James A. Haran	Cantor Fitzgerald	N-51	0	3	64	117	90			
530	T.J. Hargrave	vice president	  Cantor Fitzgerald	N-55	1	435	157	539	183		
531	Stewart D. Harris	null	N-47	0	319	95	454	121			
532	Joseph John Hasson III	battalion commander	  New York Fire Department	N-55	1	400	95	568	121		
533	Anthony Maurice Hawkins	null	N-31	0	354	95	556	121			
534	W. Ward Haynes	null	N-49	2	690	157	759	183			
535	Scott Jordan Hazelcorn	trader	  Cantor Fitzgerald	N-54	3	406	33	593	59		
536	Charles Francis Xavier Heeran	trader	  Cantor Fitzgerald	N-29	1	448	126	671	152		
537	Brian Hennessey	Cantor Fitzgerald	N-35	0	434	126	556	152			
538	John Christopher Henwood	broker	  Cantor Fitzgerald	N-52	1	383	33	592	59		
539	Raul Hernandez	null	N-31	0	37	95	161	121			
540	Jeffrey Alan Hersch	null	N-47	1	582	157	731	183			
541	Mark Hindy	Cantor Fitzgerald	N-25	2	716	126	759	152			
542	Thomas Anderson Hobbs	energy trader	  Cantor Fitzgerald	N-50	0	96	157	282	183		
543	Robert Wayne Hobson III	broker	  Cantor Fitzgerald	N-49	2	445	95	632	121		
544	Marcia Hoffman	Cantor Fitzgerald	N-36	1	111	157	238	183			
545	Stephen Gerard Hoffman	bond broker	  Cantor Fitzgerald	N-42	1	211	33	398	59		
546	Frederick Joseph Hoffmann	partner	  Cantor Fitzgerald	N-39	4	382	126	584	152		
547	Michele L. Hoffmann	Cantor Fitzgerald	N-39	2	605	126	759	152			
548	James P. Hopper	null	N-30	1	639	33	756	59			
549	Montgomery McCullough Hord	null	N-29	1	489	157	732	183			
550	Michael Joseph Horn	salesman	  Keefe	 Bruyette & Woods	N-27	0	225	64	384	90	
551	Robert L. Horohoe	 Jr.	null	N-39	1	196	126	364	152		
552	Aaron Horwitz	null	N-42	6	123	126	244	152			
553	Timothy Robert Hughes	null	N-44	1	2	126	179	152			
554	Zuhtu Ibis	Cantor Fitzgerald	N-36	0	371	95	452	121			
555	Daniel Ilkanayev	Cantor Fitzgerald	N-48	1	442	95	569	121			
556	Christopher Noble Ingrassia	trader	  Cantor Fitzgerald	N-30	3	371	64	582	90		
557	Paul Innella	analyst	  Cantor Fitzgerald	N-36	0	1	157	99	183		
558	Todd Antione Isaac	partner	 mortgage desk	  Cantor Fitzgerald	N-56	0	2	33	152	59	
559	Erik Hans Isbrandtsen	industrial sales trader	  Cantor Fitzgerald	N-25	1	39	126	202	152		
560	Aram Iskenderian	 Jr.	Cantor Fitzgerald	N-47	0	600	64	754	90		
561	John F. Iskyan	financial analyst	  Cantor Fitzgerald	N-52	1	243	33	351	59		
562	Aleksandr Valeryevich Ivantsov	computer engineer	  Cantor Fitzgerald	N-27	0	261	33	498	59		
563	Brooke Alexandra Jackman	trader	  Cantor Fitzgerald	N-41	0	556	33	758	59		
564	Aaron Jeremy Jacobs	Cantor Fitzgerald	N-29	1	279	126	433	152			
565	Jake Denis Jagoda	trader for TradeSpark	  Cantor Fitzgerald	N-34	1	237	64	372	90		
566	Yudhvir S. Jain	Cantor Fitzgerald	N-37	1	625	95	742	121			
567	Paul Edward Jeffers	null	N-52	3	250	157	401	183			
568	Hweidar Jian	null	N-27	0	396	64	503	90			
569	Christopher D. Jones	partner	  Cantor Fitzgerald	N-41	0	378	157	535	183		
570	Donald T. Jones II	Cantor Fitzgerald	N-43	0	21	95	158	121			
571	Donald W. Jones	bond broker	  Cantor Fitzgerald	N-55	1	249	157	379	183		
572	Robert Thomas Jordan	trader	  Cantor Fitzgerald	N-42	3	27	33	203	59		
573	Karen Sue Juday	administrative assistant	  Cantor Fitzgerald	N-31	0	633	33	756	59		
574	Shari Kandell	null	N-32	0	193	33	300	59			
575	Joon Koo Kang	null	N-29	1	333	33	453	59			
576	Sheldon Robert Kanter	null	N-36	1	251	157	427	183			
577	Andrew K. Kates	trader	  Carr Futures	N-38	1	233	157	358	183		
578	John A. Katsimatides	null	N-39	3	411	157	565	183			
579	Peter R. Kellerman	partner	  Cantor Fitzgerald	N-28	1	617	126	755	152		
580	Frederick H. Kelley III	Municipal Bond Trader	  Cantor Fitzgerald	N-43	0	197	157	355	183		
581	James Joseph Kelly	bond broker	  Cantor Fitzgerald	N-56	3	579	157	716	183		
582	Joseph A. Kelly	broker	  Cantor Fitzgerald	N-51	1	610	64	724	90		
583	Timothy Colin Kelly	Cantor Fitzgerald	N-43	1	280	33	432	59			
584	Douglas D. Ketcham	stock broker	  Cantor Fitzgerald	N-29	0	313	157	468	183		
585	Mary Jo Kimelman	volume control clerk	  Cantor Fitzgerald	N-54	0	38	33	173	59		
586	Andrew M. King	trader	  Cantor Fitzgerald	N-44	0	631	64	753	90		
587	Glenn Davis Kirwin	null	N-38	4	118	126	263	152			
588	Helen Crossin Kittle and her unborn child	null	N-35	0	579	126	759	152			
589	Alan David Kleinberg	firefighter	  New York Fire Department	N-52	2	404	95	564	121		
590	Karen Joyce Klitzman	null	N-45	0	277	157	437	183			
591	Andrew James Knox	null	N-24	1	499	33	646	59			
592	Thomas Patrick Knox	Cantor Fitzgerald	N-50	0	597	95	758	121			
593	Frank J. Koestner	null	N-28	0	120	95	252	121			
594	Ryan Kohart	null	N-27	0	632	64	733	90			
595	Bojan George Kostic	null	N-27	0	411	126	568	152			
596	Danielle Kousoulis	null	N-40	0	355	126	500	152			
597	Shekhar Kumar	null	N-35	0	493	33	610	59			
598	Raymond Kui Fai Kwok	null	N-33	0	552	64	721	90			
599	Ganesh K. Ladkat	eSpeed	  Cantor Fitzgerald	N-34	1	84	33	216	59		
600	James Patrick Ladley	partner and corporate bond broker	  Cantor Fitzgerald	N-40	1	716	126	759	152		
601	Joseph A. Lafalce	operations	  Cantor Fitzgerald	N-32	0	37	33	168	59		
602	Michael Patrick LaForte	vice president	  Cantor Fitzgerald	N-53	5	238	126	420	152		
603	Stephen LaMantia	Cantor Fitzgerald	N-56	1	153	126	290	152			
604	Rosanne P. Lang	null	N-26	1	634	64	759	90			
605	Robin Blair Larkey	currency broker	  Cantor Fitzgerald	N-44	0	508	33	647	59		
606	Christopher Randall Larrabee	Cantor Fitzgerald	N-25	2	213	64	436	90			
607	Nicholas Craig Lassman	vice president	  Aon Corp.	N-36	1	320	126	500	152		
608	Eugen Gabriel Lazar	null	N-33	0	710	95	759	121			
609	Gary H. Lee	vice president	  Cantor Fitzgerald	N-35	0	648	157	737	183		
610	Richard Y.C. Lee	managing director	  Cantor Fitzgerald	N-29	2	140	126	262	152		
611	David R. Leistman	bond trader and partner	  Cantor Fitzgerald	N-39	1	416	64	548	90		
612	Jorge Luis León	 Sr.	Cantor Fitzgerald	N-35	0	327	33	473	59		
613	Matthew G. Leonard	attorney	  Cantor Fitzgerald	N-46	0	572	95	730	121		
614	Jeff LeVeen	vice president	  Cantor Fitzgerald	N-26	2	372	157	458	183		
615	Robert Levine	Cantor Fitzgerald	N-39	0	704	95	759	121			
616	Shai Levinhar	Cantor Fitzgerald	N-29	2	2	157	107	183			
617	Edward Lichtschein	software designer	  Cantor Fitzgerald	N-36	0	153	33	304	59		
618	Steven Barry Lillianthal	bond broker	 mortgage department	  Cantor Fitzgerald	N-56	0	30	95	213	121	
619	Craig Damian Lilore	institutional stock trader	  Cantor Fitzgerald	N-25	2	566	157	718	183		
620	Vincent M. Litto	vice president	  Cantor Fitzgerald	N-25	2	628	64	755	90		
621	Elizabeth C. Logler	employee of eSpeed division	  Cantor Fitzgerald	N-34	0	304	126	449	152		
622	Catherine Lisa Loguidice	trader	  Cantor Fitzgerald	N-55	1	218	33	401	59		
623	Chet Dek Louie	null	N-46	0	719	157	759	183			
624	Edward Hobbs Luckett II	null	N-55	0	330	64	502	90			
625	Marie Lukas	securities broker	  Cantor Fitzgerald	N-35	0	78	157	172	183		
626	Michael P. Lunden	vice president	  Cantor Fitzgerald	N-53	1	197	157	336	183		
627	Christopher E. Lunder	broker	  Cantor Fitzgerald	N-42	3	450	157	616	183		
628	Gary Frederick Lutnick	Cantor Fitzgerald	N-38	4	273	126	448	152			
629	Linda Anne Luzzicone	trader	  Cantor Fitzgerald	N-45	1	350	95	514	121		
630	Alexander Lygin	programmer	  Cantor Fitzgerald	N-48	3	39	64	163	90		
631	Farrell Peter Lynch	trader	  Cantor Fitzgerald	N-57	4	450	126	599	152		
632	Michael Cameron Lynch	null	N-41	0	37	33	217	59			
633	Sean P. Lynch	null	N-26	1	1	157	107	183			
634	Sean Patrick Lynch	vice president	  Marsh & McLennan Cos. Inc.	N-57	1	501	157	646	183		
635	Robert Francis Mace	attorney	  Cantor Fitzgerald	N-47	0	2	95	157	121		
636	Simon Maddison	contractor	N-31	0	168	126	295	152			
637	Ronald Magnuson	null	N-48	1	614	33	758	59			
638	Thomas A. Mahon	energy trader	  Cantor Fitzgerald	N-51	0	283	157	420	183		
639	Joseph Daniel Maio	engineering	 tenant man	  ABM Industries	N-30	0	610	95	755	121	
