-200.24251,-63.645496,-250.165
-232.92752,-70.183,-270.68298
-266.47952,-76.489,-289.86047
-300.76703,-82.618996,-307.79398
-350.47552,-91.16049,-331.53046
-400.61353,-99.42849,-354.0655
-451.43402,-107.47799,-375.17197
-502.8515,-115.342995,-394.9445
-554.7835,-123.12699,-413.4545
-607.1685,-130.86699,-430.76
-677.3695,-141.217,-452.10553
-742.17993,-146.13849,-446.52148
-804.12695,-150.65048,-439.83197
-863.12646,-154.717,-431.831
-919.14746,-158.357,-422.53604
-972.17053,-161.58951,-411.952
-1040.822,-166.929,-403.44846
-1106.2406,-171.87302,-394.01398
-1168.658,-176.45702,-382.91342
-1230.1111,-181.14401,-371.22894
-1290.9001,-186.001,-357.68695
-1350.7366,-190.95152,-344.2109
-1429.3396,-198.51352,-327.87897
-1506.7571,-206.15752,-316.62695
-1569.551,-211.50552,-293.38644
-1629.609,-216.80054,-284.54797
-1690.7356,-222.45203,-263.93744
-1749.778,-227.93999,-255.64148
-1829.9851,-235.94852,-237.6265
-1907.6295,-243.5595,-231.01096
-1969.9509,-248.717,-210.16048
-2029.8801,-253.63748,-197.22798
-2092.289,-259.041,-178.63449
-2151.5444,-264.272,-162.9825
-2231.9824,-272.187,-147.12999
-2310.1284,-279.986,-132.657
-2369.347,-285.5025,-116.208496
-2428.4946,-291.2105,-100.81201
-2487.3337,-296.978,-87.21901
-2545.8293,-302.6895,-75.87401
-2623.5583,-310.55548,-67.94951
-2701.3093,-318.36298,-61.402515
-2759.4856,-323.66953,-59.051014
-2818.1118,-328.99103,-52.86451
-2875.9507,-334.22952,-52.861504
-2936.069,-339.93704,-39.659004
-3014.0989,-347.915,-39.659004
-3093.6216,-356.32602,-28.679
-3151.4644,-362.34,-28.679
-3211.4043,-368.821,-18.4835
-3268.843,-375.1525,-18.4835
-3328.5422,-381.793,-11.4725
-3405.063,-390.3295,-11.472999
-3484.3171,-399.1705,-9.9019985
-3541.987,-405.51947,-9.901499
-3601.5618,-412.26898,-9.900499
-3661.0378,-419.1245,-9.8995
-3720.429,-426.1045,-9.900999
-3799.5083,-435.523,-9.898999
-3878.4673,-445.131,-9.9
-3937.664,-452.5805,-9.901501
-3996.8,-460.10303,-9.901501
-4055.8657,-467.68555,-9.903001
-4114.9395,-475.29947,-9.904001
-4193.7803,-485.1625,-9.907
-4272.6523,-494.86548,-9.9085
-4331.8594,-502.13998,-9.9095
-4391.079,-509.29498,-9.9085
-4450.2847,-516.39343,-9.909
-4509.5024,-523.4565,-9.910501
-4588.5625,-532.82043,-9.9125
-4667.632,-542.16846,-9.9140005
-4726.9834,-549.22546,-9.913001
-4786.292,-556.37445,-9.9145
-4845.624,-563.526,-9.915001
-4904.948,-570.619,-9.9175005
-4984.1514,-579.869,-9.918
-5063.3564,-588.9225,-9.9165
-5122.8086,-595.504,-9.9175
-5182.304,-601.9445,-9.916999
-5241.7983,-608.3426,-9.9135
-5301.2485,-614.85803,-9.912999
-5380.497,-623.8121,-9.913499
-5459.7515,-632.82605,-9.912499
-5519.2114,-639.589,-9.911999
-5578.671,-646.39954,-9.911499
-5638.129,-653.24304,-9.909498
-5697.5605,-660.163,-9.909499
-5776.8604,-669.3705,-9.9095
-5856.167,-678.52057,-9.9085
-5915.6416,-685.29004,-9.907
-5975.1167,-692.0295,-9.9055
-6034.59,-698.7765,-9.907001
-6094.0957,-705.48303,-9.907001
-6173.3525,-714.505,-9.9075
-6252.6113,-723.5335,-9.907501
-6312.0273,-730.281,-9.907001
-6371.4263,-737.11755,-9.907001
-6430.817,-744.0295,-9.908501
-6490.2217,-751.00256,-9.909
-6569.3765,-760.2731,-9.912001
-6648.5664,-769.434,-9.913
-6707.962,-776.15607,-9.911501
-6767.3345,-782.80005,-9.912001
-6826.742,-789.40753,-9.912001
-6886.1514,-795.98157,-9.911001
-6965.253,-804.92706,-9.911501
-7044.3594,-813.99646,-9.913001
-7103.628,-820.8825,-9.9125
-7162.8555,-827.89795,-9.9125
-7222.0703,-835.02997,-9.913
-7281.2837,-842.2709,-9.9135
-7360.249,-851.88446,-9.9135
-7439.215,-861.4674,-9.9135
-7498.4326,-868.68536,-9.913499
-7557.6514,-875.8749,-9.910999
-7616.827,-883.0845,-9.911001
-7676.039,-890.3329,-9.913001
-7755.0264,-899.9249,-9.9125
-7833.971,-909.5335,-9.911001
-7893.1196,-916.903,-9.9105
-7952.2866,-924.3605,-9.911501
-8011.4697,-931.881,-9.913
-8070.6533,-939.466,-9.912
-8149.509,-949.4406,-9.912
-8228.366,-959.5321,-9.915499
-8287.561,-967.33105,-9.915499
-8346.707,-975.0791,-9.9140005
-8405.825,-982.84753,-9.914999
-8464.978,-990.6725,-9.916501
-8543.892,-1000.91394,-9.916
